q0,q1,q2,q3,x_cowell,y_cowell,z_cowell
0.70775860250809,0.0116887277155854,0.535346540043212,0.391233611579233,0.0959444038741402,0.75076780838519,0.000418554418619488
0.158150093059128,0.796098805532834,0.566639799791328,0.562107145721497,0.644942893972304,0.965252393633174,0.00292757503598751
0.976820417954347,0.182145709027707,0.115862753436787,0.956839341833693,0.496117878536822,0.866735524891366,0.925698515312847
0.559797570733429,0.0323054757630367,0.508915835297666,0.0442181978566363,0.266438479256485,0.879763854906495,0.0396924092183276
0.472151959272293,0.163146371558076,0.814973224773878,0.0645339501800734,0.732869253873543,0.173660069090632,0.537074732267187
0.395294053012827,0.548175722168676,0.632271091258082,0.908335733334861,0.949299486142785,0.287731413938738,0.191614560559284
0.0843560961454711,0.768396445886175,0.130092154826364,0.693968106153045,0.965718624060435,0.851303134295524,0.163650641879578
0.276373358659129,0.779512012715714,0.533242762620069,0.854289949149346,0.828453723642476,0.46256015231094,0.697244840699816
0.366972541074441,0.349070266680343,0.951082762250197,0.772367569701856,0.18988065536998,0.997156944139304,0.668721954135551
0.797172009286951,0.708253377287152,0.0779940178785536,0.958048914374455,0.784472178942773,0.28109301350152,0.784394197805431
0.0118250469815807,0.330623604754839,0.436731432815911,0.382651241674893,0.459724528984552,0.358178618761483,0.522054229485638
0.229690096343296,0.616060448107641,0.781661175237138,0.421071321246505,0.125370926088135,0.740006969268818,0.795818730610508
0.687073280110452,0.458894487618803,0.163639911741812,0.26080653999737,0.383115222907876,0.546619757631002,0.578074304134355
0.0366807935984438,0.219119512788717,0.692837535163434,0.497486886565607,0.0674250314170207,0.571447465633206,0.515316002987977
0.786349951993032,0.432058051875356,0.434680455530927,0.00957196260427462,0.910505674005844,0.0738525923418267,0.388879338489
0.660981543517822,0.639367188624695,0.819903462210639,0.878768695109643,0.975406996580061,0.0832393221689859,0.580182314913712
0.755098496974133,0.831133514071359,0.554411463581684,0.329909256373613,0.698077467036255,0.197515675043676,0.492929599390661
0.517652892830249,0.708725937669242,0.7881459502637,0.194010035906808,0.245960592683963,0.896807660455755,0.558930659818909
0.990334076619185,0.179772277843222,0.267898058380966,0.282095743026224,0.675437899881917,0.673510903166418,0.85461440467122
0.177932851514385,0.579904363518889,0.529282558154642,0.950071876810555,0.0899063081138968,0.607341218650439,0.691459952344642
0.437026558754983,0.777895659780589,0.649212676676911,0.641386515339504,0.968358853481333,0.0516509137300381,0.0453291833386501
0.630585992458957,0.759045186538154,0.180938129734621,0.279092290897387,0.664779667888357,0.507845572326513,0.901059478701778
0.673614963051123,0.250622633007446,0.198095766638061,0.307229517792407,0.113187673107476,0.300956619358551,0.254254765166748
0.917498711881621,0.34376746355521,0.155646673192154,0.44283550066354,0.0827661707629707,0.24054219506153,0.555695682194926
0.907602245891067,0.730731156307948,0.985857911401332,0.891602153949683,0.03585563691864,0.775995302716858,0.613240090810479
0.06382120594515,0.28728397869354,0.250564844292785,0.325337111859363,0.571973391582096,0.892513629570137,0.820170696939968
0.637231139433728,0.443893621856805,0.372624721185135,0.374541699286361,0.839618590956441,0.0530695877307744,0.548520315817017
0.481090830918784,0.8398319707619,0.479319424363307,0.775480499711548,0.768347471950634,0.556633717064121,0.0262707647146376
0.287509054108169,0.983656005414012,0.30441808153065,0.657428618798618,0.999619620484049,0.151348426368667,0.83752204591932
