q0,q1,q2,q3,x_cowell,y_cowell,z_cowell
0.894682847660047,0.742744919817769,0.611797652789637,0.833176142654389,0.826638654268339,0.447598855876778,0.212419074060575
0.394079123096557,0.0119817107420916,0.304671617385596,0.0116964799668241,0.285925732564432,0.295432133557818,0.269649134697193
0.328595500351679,0.574521807454827,0.708124975853245,0.965634187854322,0.054192848530804,0.660104539373021,0.819172022682585
0.825706885157711,0.522393982683951,0.349237556658253,0.294330133691919,0.214903223439994,0.0416374563358449,0.18183724988631
0.515335440574525,0.57075994868462,0.236988303829464,0.342706919581263,0.683780884632365,0.765670111498952,0.174587531256315
0.788413619245326,0.075493961568906,0.80081844702638,0.648826828116761,0.542138474342021,0.805291653171365,0.595570585452704
0.517864011728734,0.182133245542336,0.156541240436466,0.817925800123402,0.788655246982271,0.623573056213611,0.61566657977452
0.331231811698065,0.590628842392452,0.0351231433342357,0.917799848515373,0.708378258121711,0.207763907031997,0.0456232088070309
0.922730897507614,0.717534695832496,0.0207067210974657,0.0363702954984865,0.573982904511166,0.319738227268483,0.747215819402767
0.703486080325087,0.756624192696388,0.433898340114703,0.772574059698872,0.159730163544262,0.547708368349931,0.648629690345423
0.0349719628347432,0.73021885326294,0.0745451256272803,0.0704613853367373,0.119353002510839,0.682747170023055,0.525269198323551
0.893061825542852,0.914989498648752,0.433716757395317,0.0111057766963668,0.0735749265737041,0.806439061343995,0.5698731359848
0.9715437740993,0.909812820503893,0.199605063370662,0.413599511214218,0.541820955418386,0.0316253619572834,0.246648322213089
0.459077193039493,0.577287233275222,0.560593103457695,0.705068278455376,0.929226513472531,0.519483928317041,0.971746448620652
0.661966655816946,0.546466316846689,0.857763018576898,0.178961266919332,0.426161260509636,0.0555372946604881,0.602506905416128
0.783211860506477,0.604346261426575,0.666042452629263,0.471105997143863,0.850589784803979,0.00511838323268432,0.37507101061764
0.187663494606089,0.74168601976391,0.751571390744827,0.243360050836502,0.221034474274847,0.0352552759059983,0.565789954796924
0.952038353490338,0.922059137451231,0.836343550040238,0.698277135454929,0.158089557490688,0.00253752792610606,0.516552377622967
0.250457378719355,0.546370305846609,0.909024412109624,0.502252784055155,0.222097353797426,0.683638276605498,0.427383055558618
0.240250305639518,0.233105236686868,0.076831834281929,0.383291283406832,0.79830377649082,0.304884144052726,0.100858570348355
0.945719935344528,0.19157826517234,0.200878435629814,0.145597069250585,0.154572551858997,0.637552603735646,0.673140566102134
0.127858782230899,0.511946815076789,0.507487324134474,0.749505141624301,0.231819401593151,0.968023823362828,0.0829612613947046
0.170775276300858,0.243785208352164,0.0306141998005678,0.0207404697246636,0.357276987839745,0.438273619859052,0.764046613239221
0.390094353319665,0.294029612708702,0.940537658917353,0.966672030439842,0.714202129089597,0.331739144800106,0.341639431688273
0.556185847165157,0.208723621141765,0.296518494029468,0.782430189665787,0.550717725745064,0.355216156422721,0.480537515641029
0.899446900376707,0.231018507858155,0.730410603837122,0.292930489725062,0.29940545048682,0.189780565609631,0.733424158820862
0.282076493429466,0.18866697770022,0.15603143165651,0.012726425120499,0.860389490228482,0.619860184956744,0.894791282936617
0.592125440787962,0.627461824130768,0.562687759389749,0.57892437608432,0.197200393596889,0.397561205727009,0.157851386386365
0.516272031191234,0.798369795215156,0.799699799373158,0.231181306281583,0.16931178354831,0.731890620292672,0.605150111136597
0.568960637848933,0.705201663255446,0.995942442096387,0.879088967871021,0.0877823484026283,0.191804248551805,0.359414867898673
0.0446641339552495,0.941671750446108,0.825852464765832,0.0410722202153242,0.321508970699844,0.747513350976408,0.893186446009214
0.0680526861036598,0.458534223626959,0.39035601662693,0.930664363941552,0.973933258403794,0.254375042118293,0.931186524727949
0.782575967986822,0.963694106664321,0.285173869939208,0.133572909465246,0.904128536317616,0.679291151533406,0.440417789071437
0.811447042046401,0.402108810117013,0.520882249549199,0.559296365743374,0.372059498083819,0.736288231434697,0.104740817050997
0.777588832933587,0.0986665720353725,0.329520929737004,0.328101639392023,0.14449532243433,0.153542187492238,0.880569042068909
0.104629366692251,0.0867071089504468,0.305420202163835,0.261072607446803,0.257838781129612,0.0567344470679313,0.955384841657691
0.912015358021859,0.416518922046149,0.0547112233006235,0.585172514401998,0.0634127258162643,0.0255409414085588,0.542242323239339
0.237411942638276,0.225713421165162,0.925360819865146,0.0749291805576393,0.143898033964766,0.468205412001041,0.187437456154484
0.629897982762112,0.228141592380012,0.147581986214532,0.975727002109555,0.794656066579821,0.820981117519195,0.287398739424166
0.318102906229208,0.0945549359631435,0.332800878013301,0.247327123642779,0.975349348447817,0.024773013859424,0.531806676788808
0.0768111485427623,0.686985445568541,0.676434116972316,0.087441071251493,0.173391306132975,0.33722586632529,0.52748487332229
0.829637660087076,0.216188185038552,0.878237214314282,0.521384049627719,0.108240997260606,0.962477160808447,0.954811400696644
0.655516813704166,0.77067338224127,0.471564956974363,0.763377668951871,0.929478347469844,0.969511043815737,0.294351647445253
0.108922560641621,0.280760627997716,0.651575960365639,0.723019993975536,0.664375648860359,0.752762604791718,0.500192751767998
0.170921914059077,0.683472012013713,0.979447794289481,0.102498346843675,0.143664412873163,0.625996555758479,0.0343551272466214
0.599761789307909,0.564458310430407,0.502937669887288,0.457934508978562,0.789521385691566,0.0636319126010326,0.669808030242509
0.672950163822644,0.0422124672482445,0.317233156516978,0.853383763666762,0.626899990016628,0.378548727849119,0.763263665008043
0.376975165427994,0.610045263621402,0.989998940097365,0.487290330396127,0.603398608104666,0.729259206254484,0.604168629455162
0.775055765119331,0.181633088820667,0.791032718899263,0.0825152164373106,0.319534395659861,0.729853017744247,0.863048337817451
0.881813522106626,0.0392326948430797,0.149842589692878,0.329662441330078,0.786440736214685,0.152205171721548,0.976044160536834
0.376559417770869,0.755194659809122,0.155808342797196,0.0589461661840124,0.898871322964509,0.0531904987712388,0.551234907812766
0.519168550648477,0.666301384053847,0.246445259545759,0.610643988874812,0.265227614870356,0.411741763007164,0.786015073332816
0.579006547791141,0.364695992635001,0.547656942101063,0.027168095707688,0.431444083375987,0.461816694760353,0.607406880287561
